sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
11111,Other Ext PCR (liquor),32,,32,,,,Overige Ext PCR (liquor),Overige Ext PCR (liquor),LAB-Viro-Micro-liquor,1,0.27,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596138272,
17799,S. pneumoniae DNA PCR (sputum),1,,1,,,,S. pneumoniae DNA PCR (sputum),S. pneumoniae DNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.43,UNCHECKED,UNREVIEWED,,0,3004484,Streptococcus pneumoniae Ag [Presence] in Sputum,Measurement,MAPS_TO,,<auto>,1687596138428,
15429,Chlamydia psittaci DNA PCR (throat),32,,32,,,,Chlamydia psittaci DNA PCR (keel),Chlamydia psittaci DNA PCR (keel),LAB-Viro-Micro-keel,1,0.46,UNCHECKED,UNREVIEWED,,0,3010629,Chlamydia sp identified in Throat by Organism specific culture,Measurement,MAPS_TO,,<auto>,1687596138706,
17682,Parainfluenza 2 RNA PCR (sputum),64,,64,,,,Parainfluenza 2 RNA PCR (sputum),Parainfluenza 2 RNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.39,UNCHECKED,UNREVIEWED,,0,40763472,Parainfluenza virus 2 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596138861,
20972,Leptospirosis DNA PCR (blood),1,,1,,,,Leptospirose DNA PCR (bloed),Leptospirose DNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.34,UNCHECKED,UNREVIEWED,,0,3041094,Leptospira sp DNA [Presence] in Blood by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596138881,
10964,filariasis (blood),1,,1,,,,FILARIASIS (bloed),FILARIASIS (bloed),LAB-Viro-Micro-serum,1,0.35,UNCHECKED,UNREVIEWED,,0,3041182,Filaria identified in Blood,Measurement,MAPS_TO,,<auto>,1687596138982,
11112,Other Ext PCR (blood),4,,4,,,,Overige Ext PCR  (bloed),Overige Ext PCR  (bloed),LAB-Viro-Micro-serum,1,0.20,UNCHECKED,UNREVIEWED,,0,3008890,Amyl ether [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596139481,
10966,LEISHMANIA (serum)-LabZis2,1,,1,,,,LEISHMANIA (serum)-LabZis2,LEISHMANIA-ser-LabZis2,LAB-LabZIS2_Ongebruikt,1,0.43,UNCHECKED,UNREVIEWED,,0,3038362,Leishmania sp identified in Tissue,Measurement,MAPS_TO,,<auto>,1687596139495,
20975,Leptospirosis culture (blood),1,,1,,,,Leptospirose kweek (bloed),Leptospirose kweek (bloed),LAB-Viro-Micro-bloed,1,0.51,UNCHECKED,UNREVIEWED,,0,3010235,Leptospira sp identified in Tissue by Organism specific culture,Measurement,MAPS_TO,,<auto>,1687596139540,
17811,Schistosoma antibodies (ELISA) (blood),4,,4,,,,Schistosoma antistoffen (ELISA) (bloed),Schistosoma antistoffen (ELISA) (bloed),LAB-Viro-Micro-bloed,1,0.35,UNCHECKED,UNREVIEWED,,0,3017897,Schistosoma sp Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596139791,
15430,Chlamydia psittaci DNA PCR (nasophar.wat),22,,22,,,,Chlamydia psittaci DNA PCR (nasophar.wat),Chlamydia psittaci DNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.37,UNCHECKED,UNREVIEWED,,0,3010339,Chlamydophila psittaci DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596139904,
17683,Parainfluenza 3 RNA PCR (biopsy),1,,1,,,,Parainfluenza 3 RNA PCR (biopt),Parainfluenza 3 RNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.39,UNCHECKED,UNREVIEWED,,0,40763471,Parainfluenza virus 3 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596140033,
10967,Brucella Ig total (blood),21,,21,,,,Brucella Ig totaal (bloed),Brucella Ig totaal (bloed),LAB-Viro-Micro-serum,1,0.46,UNCHECKED,UNREVIEWED,,0,3037040,Brucella sp IgG Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596140181,
15431,Chlamydia psittaci DNA PCR (br.-alv.lav),35,,35,,,,Chlamydia psittaci DNA PCR (br.-alv.lav),Chlamydia psittaci DNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.31,UNCHECKED,UNREVIEWED,,0,3010339,Chlamydophila psittaci DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596140927,
17813,Schistosoma antibodies (IHA) (blood),4,,4,,,,Schistosoma antistoffen (IHA) (bloed),Schistosoma antistoffen (IHA) (bloed),LAB-Viro-Micro-bloed,1,0.32,UNCHECKED,UNREVIEWED,,0,3017897,Schistosoma sp Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596140960,
11114,Other Ext PCR (blood),25,,25,,,,Overige Ext PCR   (bloed),Overige Ext PCR   (bloed),LAB-Viro-Micro-edta-bloed,1,0.20,UNCHECKED,UNREVIEWED,,0,3008890,Amyl ether [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596140991,
17684,Parainfluenza 3 RNA PCR (blood),3,,3,,,,Parainfluenza 3 RNA PCR (bloed),Parainfluenza 3 RNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.41,UNCHECKED,UNREVIEWED,,0,40763471,Parainfluenza virus 3 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596141010,
20976,Leptospirosis antibodies (ELISA IgT) titer (blood),1,,1,,,,Leptospirose antistoffen (ELISA IgT) titer (bloed),Leptospirose antistoffen (ELISA IgT) titer (bloed),LAB-Viro-Micro-bloed,1,0.20,UNCHECKED,UNREVIEWED,,0,3005301,Leptospira interrogans sv Bratislava Ab [Units/volume] in Serum,Measurement,MAPS_TO,,<auto>,1687596141260,
10968,Clostridium difficile toxin A+B (faeces),1845,,1845,,,,Clostridium difficile toxine A+B (faeces),Clostridium difficile toxine A+B (faeces),LAB-Viro-Micro-faeces,1,0.61,APPROVED,EQUIVALENT,Patrick Thoral,1687601162768,3032068,Clostridioides difficile toxin A+B [Presence] in Stool,Measurement,MAPS_TO,,<auto>,1687596141408,
11116,Other Ext PCR (other),27,,27,,,,Overige Ext PCR (overig),Overige Ext PCR (overig),LAB-Viro-Micro-diversen,1,0.32,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596141810,
15433,Chlamydia psittaci DNA PCR (other),7,,7,,,,Chlamydia psittaci DNA PCR (overig),Chlamydia psittaci DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.45,UNCHECKED,UNREVIEWED,,0,3010339,Chlamydophila psittaci DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596142259,
17685,Parainfluenza 3 RNA PCR (br.-alv.lav),166,,166,,,,Parainfluenza 3 RNA PCR (br.-alv.lav),Parainfluenza 3 RNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.29,APPROVED,EQUAL,Patrick Thoral,1696454494861,36303784,Parainfluenza virus 3 RNA [Presence] in Lower respiratory specimen by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696454493578,
19148,Other antibodies/antigens (faeces),1,,1,,,,Overige antistoffen/antigenen (faeces),Overige antistoffen/antigenen (faeces),LAB-Viro-Micro-faeces,1,0.17,UNCHECKED,UNREVIEWED,,0,43055126,Oval fat bodies (globules) [#/area] in Stool by Microscopy low power field,Measurement,MAPS_TO,,<auto>,1687596142596,
11118,ADP primary (blood),55,,55,,,,ADP primair (bloed),ADP primair (bloed),LAB-Hem-bloed,1,0.49,UNCHECKED,UNREVIEWED,,0,3017055,Platelet aggregation ADP induced in Platelet rich plasma,Measurement,MAPS_TO,,<auto>,1687596142763,
10969,Clostridium difficile toxin A+B for strain (strain),33,,33,,,,Clostridium difficile toxine A+B voor stam (stam),Clostridium difficile toxine A+B voor stam (stam),LAB-Viro-Micro-diversen,1,0.63,UNCHECKED,UNREVIEWED,,0,3032068,Clostridioides difficile toxin A+B [Presence] in Stool,Measurement,MAPS_TO,,<auto>,1687596143057,
20977,Leptospirosis antibodies (ELISA IgT) (blood),1,,1,,,,Leptospirose antistoffen (ELISA IgT) (bloed),Leptospirose antistoffen (ELISA IgT) (bloed),LAB-Viro-Micro-bloed,1,0.20,UNCHECKED,UNREVIEWED,,0,3016759,Leptospira sp Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596143088,
15434,Staphylococcus aureus DNA PCR (throat),1,,1,,,,Staphylococcus aureus DNA PCR (keel),Staphylococcus aureus DNA PCR (keel),LAB-Viro-Micro-keel,1,0.48,UNCHECKED,UNREVIEWED,,0,37021170,Staphylococcus aureus DNA [Presence] in Nose by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596143303,
17687,Parainfluenza 3 RNA PCR (throat),137,,137,,,,Parainfluenza 3 RNA PCR (keel),Parainfluenza 3 RNA PCR (keel),LAB-Viro-Micro-keel,1,0.43,APPROVED,EQUAL,Patrick Thoral,1696455021807,46235765,Parainfluenza virus 3 RNA [Presence] in Nasopharynx by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696455020798,
11119,ADP secondary (blood),55,,55,,,,ADP secundair (bloed),ADP secundair (bloed),LAB-Hem-bloed,1,0.44,UNCHECKED,UNREVIEWED,,0,1616469,Maximum amplitude ADP induced [Length] in Blood,Measurement,MAPS_TO,,<auto>,1687596143549,
19159,Dengue virus NS1 antigen (blood),4,,4,,,,Dengue virus NS1 antigeen (bloed),Dengue virus NS1 antigeen (bloed),LAB-Viro-Micro-bloed,1,0.53,UNCHECKED,UNREVIEWED,,0,46234898,"Dengue virus NS1 Ag [Presence] in Serum, Plasma or Blood by Rapid immunoassay",Measurement,MAPS_TO,,<auto>,1687596143833,
10970,AGGL.MPNEU (blood),297,,297,,,,AGGL.MPNEU (bloed),AGGL.MPNEU (bloed),LAB-Viro-Micro-serum,1,0.25,UNCHECKED,UNREVIEWED,,0,37020636,Mycoplasma pneumoniae Ab [Titer] in Serum by Agglutination,Measurement,MAPS_TO,,<auto>,1687596143929,
15435,Staphylococcus aureus DNA PCR (nose),553,,553,,,,Staphylococcus aureus DNA PCR (neus),Staphylococcus aureus DNA PCR (neus),LAB-Viro-Micro-neus,1,0.52,APPROVED,EQUAL,Patrick Thoral,1696453003118,37021170,Staphylococcus aureus DNA [Presence] in Nose by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596144247,
10971,VDRL (blood),71,,71,,,,VDRL (bloed),VDRL (bloed),LAB-Viro-Micro-serum,1,0.64,UNCHECKED,UNREVIEWED,,0,3019428,Reagin Ab [Presence] in Serum by VDRL,Measurement,MAPS_TO,,<auto>,1687596144249,
21084,Spec.anti-HLA antist. (blood),1,,1,,,,Spec.anti-HLA antist. (bloed),Spec.anti-HLA antist. (bloed),LAB-Imm-bloed,1,0.13,UNCHECKED,UNREVIEWED,,0,36032264,HLA-Bw [Type],Measurement,MAPS_TO,,<auto>,1687596144452,
11120,Ristocetin (blood),56,,56,,,,Ristocetine (bloed),Ristocetine (bloed),LAB-Hem-bloed,1,0.32,UNCHECKED,UNREVIEWED,,0,3002161,Ristocetin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1687596144501,
17689,Parainfluenza 3 RNA PCR (nasophar.wat),92,,92,,,,Parainfluenza 3 RNA PCR (nasophar.wat),Parainfluenza 3 RNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.37,UNCHECKED,UNREVIEWED,,0,46235765,Parainfluenza virus 3 RNA [Presence] in Nasopharynx by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596144673,
10972,VDRL (liqueur),9,,9,,,,VDRL (liquor),VDRL (liquor),LAB-Viro-Micro-liquor,1,0.55,UNCHECKED,UNREVIEWED,,0,3019428,Reagin Ab [Presence] in Serum by VDRL,Measurement,MAPS_TO,,<auto>,1687596144952,
11122,Collagen (blood),55,,55,,,,Collageen (bloed),Collageen (bloed),LAB-Hem-bloed,1,0.29,UNCHECKED,UNREVIEWED,,0,3037209,Collagen Ab [Units/volume] in Serum,Measurement,MAPS_TO,,<auto>,1687596145028,
15438,Staphylococcus aureus DNA PCR (pus),1,,1,,,,Staphylococcus aureus DNA PCR (pus),Staphylococcus aureus DNA PCR (pus),LAB-Viro-Micro-pus,1,0.48,UNCHECKED,UNREVIEWED,,0,37021170,Staphylococcus aureus DNA [Presence] in Nose by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596145135,
19165,Pneumocystis jirovecii pneumonia DNA PCR (br.-alv.lav),126,,126,,,,Pneumocystis jirovecii pneumonia DNA PCR (br.-alv.lav),Pneumocystis jirovecii pneumonia DNA PCR (br.-alv.,LAB-Viro-Micro-BAL,1,0.42,APPROVED,INEXACT,Patrick Thoral,1696455378139,36304562,Pneumocystis jiroveci DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696455376566,
21114,Rotavirus RNA PCR (feces),1,,1,,,,Rotavirus RNA PCR (faeces),Rotavirus RNA PCR (faeces),LAB-Viro-Micro-faeces,1,0.39,UNCHECKED,UNREVIEWED,,0,3007174,Rotavirus RNA [Presence] in Specimen by Probe,Measurement,MAPS_TO,,<auto>,1687596145274,
10973,Paul Bunnell (blood),2,,2,,,,Paul Bunnell (bloed),Paul Bunnell (bloed),LAB-Viro-Micro-serum,1,0.22,UNCHECKED,UNREVIEWED,,0,3019060,Gas panel - Arterial blood,Measurement,MAPS_TO,,<auto>,1687596145577,
17690,Parainfluenza 3 RNA PCR (nasal),1,,1,,,,Parainfluenza 3 RNA PCR (neus),Parainfluenza 3 RNA PCR (neus),LAB-Viro-Micro-neus,1,0.41,UNCHECKED,UNREVIEWED,,0,40763471,Parainfluenza virus 3 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596145621,
11123,APC resistance (blood),18,,18,,,,APC resistentie (bloed),APC resistentie (bloed),LAB-Hem-bloed,1,0.28,UNCHECKED,UNREVIEWED,,0,21490667,Vascular resistance,Measurement,MAPS_TO,,<auto>,1687596145948,
15439,Staphylococcus aureus DNA PCR (other),1,,1,,,,Staphylococcus aureus DNA PCR (overig),Staphylococcus aureus DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.51,UNCHECKED,UNREVIEWED,,0,37021170,Staphylococcus aureus DNA [Presence] in Nose by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596146141,
10977,SCHIS. Elis (blood),7,,7,,,,SCHIS.Elis (bloed),SCHIS.Elis (bloed),LAB-Viro-Micro-serum,1,0.23,UNCHECKED,UNREVIEWED,,0,46236980,Schistocytes/100 cells in Cord blood,Measurement,MAPS_TO,,<auto>,1687596146234,
11124,LAC (blood),321,,321,,,,LAC (bloed),LAC (bloed),LAB-Hem-bloed,1,0.30,UNCHECKED,UNREVIEWED,,0,21490586,Blood temperature,Measurement,MAPS_TO,,<auto>,1687596146277,
21205,Pneumocystis jiroveci DNA PCR (br.scopy),1,,1,,,,Pneumocystis jiroveci DNA PCR (br.scopie),Pneumocystis jiroveci DNA PCR (br.scopie),LAB-Viro-Micro-br.scopie,1,0.54,UNCHECKED,UNREVIEWED,,0,3002233,Pneumocystis jiroveci Ag [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596146384,
15446,RSV RNA PCR (sputum),65,,65,,,,RSV RNA PCR (sputum),RSV RNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.42,UNCHECKED,UNREVIEWED,,0,3008047,Systemic vascular Resistance index,Measurement,MAPS_TO,,<auto>,1687596146507,
17691,Parainfluenza 3 RNA PCR (other),12,,12,,,,Parainfluenza 3 RNA PCR (overig),Parainfluenza 3 RNA PCR (overig),LAB-Viro-Micro-diversen,1,0.43,UNCHECKED,UNREVIEWED,,0,40763471,Parainfluenza virus 3 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596146580,
19166,Pneumocystis jirovecii pneumonia DNA PCR (other),7,,7,,,,Pneumocystis jirovecii pneumonia DNA PCR (overig),Pneumocystis jirovecii pneumonia DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.56,UNCHECKED,UNREVIEWED,,0,3002233,Pneumocystis jiroveci Ag [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596146666,
10988,SCHIS.IHA (blood),3,,3,,,,SCHIS.IHA (bloed),SCHIS.IHA (bloed),LAB-Viro-Micro-serum,1,0.29,UNCHECKED,UNREVIEWED,,0,40765086,Chromosome analysis.interphase panel - Blood by FISH,Measurement,MAPS_TO,,<auto>,1687596146728,
15447,RSV RNA PCR (throat),136,,136,,,,RSV RNA PCR (keel),RSV RNA PCR (keel),LAB-Viro-Micro-keel,1,0.44,APPROVED,EQUAL,Patrick Thoral,1696455134393,46235794,Respiratory syncytial virus RNA [Presence] in Nasopharynx by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696455133278,
11000,TOXOCARA (blood),1,,1,,,,TOXOCARA (bloed),TOXOCARA (bloed),LAB-Viro-Micro-serum,1,0.41,UNCHECKED,UNREVIEWED,,0,3015350,Toxocara sp Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596147129,
21207,Pneumocystis jiroveci DNA PCR (sputum),1,,1,,,,Pneumocystis jiroveci DNA PCR (sputum),Pneumocystis jiroveci DNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.69,UNCHECKED,UNREVIEWED,,0,3021309,Pneumocystis jiroveci Ag [Presence] in Sputum,Measurement,MAPS_TO,,<auto>,1687596147173,
11127,Inhibitor PT (blood),199,,199,,,,Remmer PT (bloed),Remmer PT (bloed),LAB-Hem-bloed,1,0.31,UNCHECKED,UNREVIEWED,,0,3032159,PTT circulating inhibitor [Presence] in Platelet poor plasma,Measurement,MAPS_TO,,<auto>,1687596147198,
17694,Parainfluenza 3 RNA PCR (sputum),64,,64,,,,Parainfluenza 3 RNA PCR (sputum),Parainfluenza 3 RNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.40,UNCHECKED,UNREVIEWED,,0,40763471,Parainfluenza virus 3 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596147362,
15448,RSV RNA PCR (nasophar.wat),92,,92,,,,RSV RNA PCR (nasophar.wat),RSV RNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.35,UNCHECKED,UNREVIEWED,,0,3043924,Respiratory syncytial virus RNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596147443,
11008,VIROL.MAT. (biopsy),5,,5,,,,VIROL.MAT. (biopt),VIROL.MAT. (biopt),LAB-Viro-Micro-biopt,1,0.30,UNCHECKED,UNREVIEWED,,0,21490887,PCA dose volume.max Infusion pump,Measurement,MAPS_TO,,<auto>,1687596147711,
15449,RSV RNA PCR (br.-alv.lav),169,,169,,,,RSV RNA PCR (br.-alv.lav),RSV RNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.32,APPROVED,EQUAL,Patrick Thoral,1696454444111,46235767,Respiratory syncytial virus RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696454443255,
19167,Carbapenemase PCR (bac. strain),1,,1,,,,Carbapenemase PCR (bac. stam),Carbapenemase PCR (bac. stam),LAB-Viro-Micro-diversen,1,0.40,UNCHECKED,UNREVIEWED,,0,44816574,Carbapenemase [Type] in Isolate by Carba NP,Measurement,MAPS_TO,,<auto>,1687596148028,
17695,Parainfluenza 4 RNA PCR (biopsy),1,,1,,,,Parainfluenza 4 RNA PCR (biopt),Parainfluenza 4 RNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.40,UNCHECKED,UNREVIEWED,,0,40763470,Parainfluenza virus 4 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596148177,
15450,RSV RNA PCR (nose),1,,1,,,,RSV RNA PCR (neus),RSV RNA PCR (neus),LAB-Viro-Micro-neus,1,0.45,UNCHECKED,UNREVIEWED,,0,3008047,Systemic vascular Resistance index,Measurement,MAPS_TO,,<auto>,1687596148398,
11013,TRYPANOSOM (blood),1,,1,,,,TRYPANOSOM (bloed),TRYPANOSOM (bloed),LAB-Viro-Micro-serum,1,0.50,UNCHECKED,UNREVIEWED,,0,3016322,Trypanosoma sp Ag [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596148401,
11128,Inhibitor APTT (blood),274,,274,,,,Remmer APTT (bloed),Remmer APTT (bloed),LAB-Hem-bloed,1,0.46,UNCHECKED,UNREVIEWED,,0,3023878,aPTT.inhibitor sensitive in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596148416,
17815,Schistosoma antibody testw. (IHA) (blood),4,,4,,,,Schistosoma antistoffen testw. (IHA) (bloed),Schistosoma antistoffen testw. (IHA) (bloed),LAB-Viro-Micro-bloed,1,0.26,UNCHECKED,UNREVIEWED,,0,3017897,Schistosoma sp Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596148555,
15451,RSV RNA PCR (other),12,,12,,,,RSV RNA PCR (overig),RSV RNA PCR (overig),LAB-Viro-Micro-diversen,1,0.47,UNCHECKED,UNREVIEWED,,0,3008047,Systemic vascular Resistance index,Measurement,MAPS_TO,,<auto>,1687596149003,
17696,Parainfluenza 4 RNA PCR (blood),2,,2,,,,Parainfluenza 4 RNA PCR (bloed),Parainfluenza 4 RNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.42,UNCHECKED,UNREVIEWED,,0,40763470,Parainfluenza virus 4 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596149038,
19386,Galactomannan (other),5,,5,,,,Galactomannan (overig),Galactomannan (overig),LAB-Viro-Micro-diversen,1,0.51,UNCHECKED,UNREVIEWED,,0,36303951,Galactomannan Ag [Presence] in Bronchoalveolar lavage,Measurement,MAPS_TO,,<auto>,1687596149085,
11015,Mycoplasma pneumoniae DNA PCR (throat),96,,96,,,,Mycoplasma pneumoniae DNA PCR (keel),Mycoplasma pneumoniae DNA PCR (keel),LAB-Viro-Micro-keel,1,0.52,UNCHECKED,UNREVIEWED,,0,3026395,Mycoplasma pneumoniae Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596149419,
15452,hMPV RNA PCR (sputum),65,,65,,,,hMPV RNA PCR (sputum),hMPV RNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.51,UNCHECKED,UNREVIEWED,,0,3038522,Human metapneumovirus RNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596149447,
17818,"Sejroe, Hardjo type bovis, Lely 607 (blood)",6,,6,,,,"Sejroe, Hardjo type bovis, Lely 607 (bloed)","Sejroe, Hardjo type bovis, Lely 607 (bloed)",LAB-Viro-Micro-bloed,1,0.35,UNCHECKED,UNREVIEWED,,0,40762457,Leptospira interrogans sv Sejroe Ab [Titer] in Serum by Agglutination,Measurement,MAPS_TO,,<auto>,1687596149859,
11129,Factor V Mutation (blood),20,,20,,,,Factor V Mutatie (bloed),Factor V Mutatie (bloed),LAB-Hem-bloed,1,0.23,UNCHECKED,UNREVIEWED,,0,40763870,Mitochondria DNA complex V targeted mutation analysis in Blood or Tissue by Molecular genetics method,Measurement,MAPS_TO,,<auto>,1687596149899,
19392,Cytomegalovirus DNA PCR (feces),2,,2,,,,Cytomegalovirus DNA PCR (faeces),Cytomegalovirus DNA PCR (faeces),LAB-Viro-Micro-faeces,1,0.50,UNCHECKED,UNREVIEWED,,0,3022903,Cytomegalovirus DNA [Presence] in Tissue by Probe,Measurement,MAPS_TO,,<auto>,1687596149953,
15453,hMPV RNA PCR (throat),136,,136,,,,hMPV RNA PCR (keel),hMPV RNA PCR (keel),LAB-Viro-Micro-keel,1,0.52,APPROVED,EQUAL,Patrick Thoral,1696455143944,46236734,Human metapneumovirus RNA [Presence] in Nasopharynx by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696455142728,
17697,Parainfluenza 4 RNA PCR (br.-alv.lav),166,,166,,,,Parainfluenza 4 RNA PCR (br.-alv.lav),Parainfluenza 4 RNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.30,APPROVED,INEXACT,Patrick Thoral,1696454542765,36304298,Parainfluenza virus 4 RNA [Presence] in Lower respiratory specimen by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696454534635,
11130,Hb El.Citr (blood),3,,3,,,,Hb El.Citr (bloed),Hb El.Citr (bloed),LAB-Hem-bloed,1,0.21,UNCHECKED,UNREVIEWED,,0,3051059,Bartonella elizabethae IgG Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596150663,
11016,Mycoplasma pneumoniae DNA PCR (other),32,,32,,,,Mycoplasma pneumoniae DNA PCR (overig),Mycoplasma pneumoniae DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.55,UNCHECKED,UNREVIEWED,,0,3026395,Mycoplasma pneumoniae Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596150759,
15454,hMPV RNA PCR (nasophar.wat),94,,94,,,,hMPV RNA PCR (nasophar.wat),hMPV RNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.43,UNCHECKED,UNREVIEWED,,0,3038522,Human metapneumovirus RNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596150976,
17819,"Sejroe, Hardjo, Hardjoprajitno (blood)",6,,6,,,,"Sejroe, Hardjo, Hardjoprajitno (bloed)","Sejroe, Hardjo, Hardjoprajitno (bloed)",LAB-Viro-Micro-bloed,1,0.34,UNCHECKED,UNREVIEWED,,0,40762457,Leptospira interrogans sv Sejroe Ab [Titer] in Serum by Agglutination,Measurement,MAPS_TO,,<auto>,1687596151055,
17699,Parainfluenza 4 RNA PCR (throat),137,,137,,,,Parainfluenza 4 RNA PCR (keel),Parainfluenza 4 RNA PCR (keel),LAB-Viro-Micro-keel,1,0.42,APPROVED,EQUAL,Patrick Thoral,1696455035492,46235766,Parainfluenza virus 4 RNA [Presence] in Nasopharynx by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696455034753,
11131,Hb El.Alka (blood),3,,3,,,,Hb El.Alka (bloed),Hb El.Alka (bloed),LAB-Hem-bloed,1,0.19,UNCHECKED,UNREVIEWED,,0,3021087,Hemoglobin S [Presence] in Blood by Electrophoresis alkaline (pH 8.9),Measurement,MAPS_TO,,<auto>,1687596151475,
19398,HSV type 1 DNA PCR (anus),1,,1,,,,HSV type 1 DNA PCR (anus),HSV type 1 DNA PCR (anus),LAB-Viro-Micro-anus,1,0.30,UNCHECKED,UNREVIEWED,,0,37021409,Herpes simplex virus 1 and 2 DNA panel - Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596151691,
