source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
14136,0,AUMC Procedure Order,Consult Revalidatie arts,4014829,SNOMED,1986-07-18,2099-12-31,
8545,0,AUMC Procedure Order,Temperatuur opnemen,4257959,SNOMED,1986-07-19,2099-12-31,
8228,0,AUMC Procedure Order,Patiënt wegen,4220338,SNOMED,1986-07-20,2099-12-31,
9317,0,AUMC Procedure Order,Consult Oogarts,4014829,SNOMED,1986-07-21,2099-12-31,
14208,0,AUMC Procedure Order,Voriconazol spiegel afnemen,4218408,SNOMED,1986-07-22,2099-12-31,
8269,0,AUMC Procedure Order,Infuus verschonen,4299594,SNOMED,1986-07-23,2099-12-31,
14217,0,AUMC Procedure Order,Bladderscan,45763862,SNOMED,1986-07-24,2099-12-31,
8548,0,AUMC Procedure Order,Schrijven VPK ontslagrapport,44808528,SNOMED,1986-07-25,2099-12-31,
9318,0,AUMC Procedure Order,Consult Uroloog,4014829,SNOMED,1986-07-26,2099-12-31,
8418,0,AUMC Procedure Order,Urinekweek afnemen,4024509,SNOMED,1986-07-27,2099-12-31,
8588,0,AUMC Procedure Order,MRSA kweken afnemen,1761466,LOINC,1986-07-28,2099-12-31,
20271,0,AUMC Procedure Order,Spuitpomp en Infuus controle op datum en tijd,4294926,SNOMED,1986-07-29,2099-12-31,
14537,0,AUMC Procedure Order,Decubitus-wondverzorging,4076776,SNOMED,1986-07-30,2099-12-31,
8617,0,AUMC Procedure Order,Aderlaten,4132738,SNOMED,1986-07-31,2099-12-31,
9319,0,AUMC Procedure Order,Consult Gynaecoloog,4014829,SNOMED,1986-08-01,2099-12-31,
20285,0,AUMC Procedure Order,Wassen met Hibiscrub,4306375,SNOMED,1986-08-02,2099-12-31,
8477,0,AUMC Procedure Order,Afnemen vpk anamnse,4221994,SNOMED,1986-08-03,2099-12-31,
9183,0,AUMC Procedure Order,Verwijderen Lijn/Catheter/Drain,4304476,SNOMED,1986-08-04,2099-12-31,
9198,0,AUMC Procedure Order,Rectumkweek afnemen,3040827,LOINC,1986-08-05,2099-12-31,
14610,0,AUMC Procedure Order,Score bepalen en registreren,40484194,SNOMED,1986-08-06,2099-12-31,
8490,0,AUMC Procedure Order,Maagsonde vervangen,4013485,SNOMED,1986-08-07,2099-12-31,
9189,0,AUMC Procedure Order,Bloedkweken afnemen,4107893,SNOMED,1986-08-08,2099-12-31,
9200,0,AUMC Procedure Order,Wondkweek afnemen,3003714,LOINC,1986-08-09,2099-12-31,
8491,0,AUMC Procedure Order,CAD vervangen,4062183,SNOMED,1986-08-10,2099-12-31,
20286,0,AUMC Procedure Order,Passport  preoperatief invullen,44806679,SNOMED,1986-08-11,2099-12-31,
14689,0,AUMC Procedure Order,Start realiteitsoriëntatie,4038867,SNOMED,1986-08-12,2099-12-31,
8502,0,AUMC Procedure Order,Cardiac Output meten,4039895,SNOMED,1986-08-13,2099-12-31,
9190,0,AUMC Procedure Order,Cathetertipkweek afnemen,44808091,SNOMED,1986-08-14,2099-12-31,
9190,0,AUMC Procedure Order,Cathetertipkweek afnemen,3009986,LOINC,1986-08-15,2099-12-31,
9202,0,AUMC Procedure Order,Ascitesvochtkweek afnemen,3025037,LOINC,1986-08-16,2099-12-31,
14690,0,AUMC Procedure Order,Dagprogramma,4021018,SNOMED,1986-08-17,2099-12-31,
8503,0,AUMC Procedure Order,Neuro controles,4021179,SNOMED,1986-08-18,2099-12-31,
20287,0,AUMC Procedure Order,Preoperatief antistolling stoppen,45770076,SNOMED,1986-08-19,2099-12-31,
9191,0,AUMC Procedure Order,Drainvochtkweek afnemen,3008334,LOINC,1986-08-20,2099-12-31,
9203,0,AUMC Procedure Order,Keelkweek afnemen,4024958,SNOMED,1986-08-21,2099-12-31,
14692,0,AUMC Procedure Order,Ramsay score bepalen,40480653,SNOMED,1986-08-22,2099-12-31,
8538,0,AUMC Procedure Order,X-Buikoverzicht,4057900,SNOMED,1986-08-23,2099-12-31,
9192,0,AUMC Procedure Order,Faeceskweek afnemen,37392597,SNOMED,1986-08-24,2099-12-31,
9204,0,AUMC Procedure Order,SDD-kweken afnemen,4024958,SNOMED,1986-08-25,2099-12-31,
9204,0,AUMC Procedure Order,SDD-kweken afnemen,4015189,SNOMED,1986-08-26,2099-12-31,
9204,0,AUMC Procedure Order,SDD-kweken afnemen,3040827,LOINC,1986-08-27,2099-12-31,
9204,0,AUMC Procedure Order,SDD-kweken afnemen,4128881,SNOMED,1986-08-28,2099-12-31,
15140,0,AUMC Procedure Order,VAS score bepalen,40492247,SNOMED,1986-08-29,2099-12-31,
20288,0,AUMC Procedure Order,Preoperatief kruisbloed afnemen,3044649,LOINC,1986-08-30,2099-12-31,
15141,0,AUMC Procedure Order,VVA toewijzen,4256354,SNOMED,1986-08-31,2099-12-31,
8540,0,AUMC Procedure Order,CT scan abdomen,4061009,SNOMED,1986-09-01,2099-12-31,
9205,0,AUMC Procedure Order,Legionella sneltest (urine),4196406,SNOMED,1986-09-02,2099-12-31,
9193,0,AUMC Procedure Order,X-Kweek nader te bepalen,4189544,SNOMED,1986-09-03,2099-12-31,
8542,0,AUMC Procedure Order,CT scan brein,4145739,SNOMED,1986-09-04,2099-12-31,
15166,0,AUMC Procedure Order,DOS-score invullen,36676218,SNOMED,1986-09-05,2099-12-31,
20289,0,AUMC Procedure Order,Preoperatief nuchterbeleid,40295754,SNOMED,1986-09-06,2099-12-31,
20289,0,AUMC Procedure Order,Preoperatief nuchterbeleid,37312086,SNOMED,1986-09-07,2099-12-31,
9206,0,AUMC Procedure Order,Amikacinespiegel afnemen,4218408,SNOMED,1986-09-08,2099-12-31,
9194,0,AUMC Procedure Order,Liquorkweek afnemen,4098503,SNOMED,1986-09-09,2099-12-31,
9194,0,AUMC Procedure Order,Liquorkweek afnemen,4333821,SNOMED,1986-09-10,2099-12-31,
15173,0,AUMC Procedure Order,Sondepleister verschonen,4076759,SNOMED,1986-09-11,2099-12-31,
9207,0,AUMC Procedure Order,X-Lab nader te bepalen,4218408,SNOMED,1986-09-12,2099-12-31,
20359,0,AUMC Procedure Order,CAM-ICU score bepalen,36676218,SNOMED,1986-09-13,2099-12-31,
8543,0,AUMC Procedure Order,CT scan thorax,4058335,SNOMED,1986-09-14,2099-12-31,
9195,0,AUMC Procedure Order,Neuskweek afnemen,37117051,SNOMED,1986-09-15,2099-12-31,
15274,0,AUMC Procedure Order,2D Lab. NCH Dagelijks 6.00u,4218408,SNOMED,1986-09-16,2099-12-31,
8544,0,AUMC Procedure Order,Cortisol afnemen,4218408,SNOMED,1986-09-17,2099-12-31,
9208,0,AUMC Procedure Order,Depakinespiegel afnemen,4218408,SNOMED,1986-09-18,2099-12-31,
15275,0,AUMC Procedure Order,2D Lab. HLK Dagelijks 6.00u,4218408,SNOMED,1986-09-19,2099-12-31,
7921,0,AUMC Procedure Order,ECG,4145308,SNOMED,1986-09-20,2099-12-31,
9197,0,AUMC Procedure Order,Perineumkweek afnemen,3040827,LOINC,1986-09-21,2099-12-31,
7922,0,AUMC Procedure Order,X-Thorax,4163872,SNOMED,1986-09-22,2099-12-31,
20393,0,AUMC Procedure Order,Opnieuw profiel monitor en alarmen instellen,4047393,SNOMED,1986-09-23,2099-12-31,
15276,0,AUMC Procedure Order,2D Lab. Uitgebreid Dagelijks 6.00u,4218408,SNOMED,1986-09-24,2099-12-31,
9209,0,AUMC Procedure Order,Diphantoïnespiegel afnemen,4218408,SNOMED,1986-09-25,2099-12-31,
7928,0,AUMC Procedure Order,Uitzuigen,4043669,SNOMED,1986-09-26,2099-12-31,
12955,0,AUMC Procedure Order,CVVH-citraat Calciumpomp starten,0,None,1986-09-27,2099-12-31,
12908,0,AUMC Procedure Order,Dec. wondverzorging Hiel Li,4076776,SNOMED,1986-09-28,2099-12-31,
7949,0,AUMC Procedure Order,Filter CVVH wisselen,0,None,1986-09-29,2099-12-31,
15283,0,AUMC Procedure Order,Verpl. beloop bijwerken,4234911,SNOMED,1986-09-30,2099-12-31,
9211,0,AUMC Procedure Order,Flucytoïnespiegel afnemen,4218408,SNOMED,1986-10-01,2099-12-31,
12910,0,AUMC Procedure Order,Dec. wondverzorging Knie Li,4076776,SNOMED,1986-10-02,2099-12-31,
15776,0,AUMC Procedure Order,NDT-systeem verschonen,4300828,SNOMED,1986-10-03,2099-12-31,
12980,0,AUMC Procedure Order,Wondverz. Operatie & Trauma(1),4300828,SNOMED,1986-10-04,2099-12-31,
8002,0,AUMC Procedure Order,Beademingsslangen  vervangen,4251737,SNOMED,1986-10-05,2099-12-31,
9212,0,AUMC Procedure Order,Gentamycinespiegel afnemen,4218408,SNOMED,1986-10-06,2099-12-31,
12913,0,AUMC Procedure Order,Dec. wondverzorging Oor Li,4076776,SNOMED,1986-10-07,2099-12-31,
16051,0,AUMC Procedure Order,Lab. Nabepalen,4218408,SNOMED,1986-10-08,2099-12-31,
12981,0,AUMC Procedure Order,Wondverz. Operatie & Trauma(2),4300828,SNOMED,1986-10-09,2099-12-31,
8029,0,AUMC Procedure Order,CTScan,4300757,SNOMED,1986-10-10,2099-12-31,
9213,0,AUMC Procedure Order,Theophyllinespiegel afnemen,4218408,SNOMED,1986-10-11,2099-12-31,
8030,0,AUMC Procedure Order,PleuraSpoelen,4210049,SNOMED,1986-10-12,2099-12-31,
12914,0,AUMC Procedure Order,Dec. wondverzorging Oor Re,4076776,SNOMED,1986-10-13,2099-12-31,
16089,0,AUMC Procedure Order,Cardioversie 100 J,4078793,SNOMED,1986-10-14,2099-12-31,
9214,0,AUMC Procedure Order,Tobramycinespiegel afnemen,4218408,SNOMED,1986-10-15,2099-12-31,
12917,0,AUMC Procedure Order,Dec. wondverzorging Stuit,4076776,SNOMED,1986-10-16,2099-12-31,
16090,0,AUMC Procedure Order,Cardioversie 150 J,4078793,SNOMED,1986-10-17,2099-12-31,
8094,0,AUMC Procedure Order,Vancomycinespiegel afnemen,4218408,SNOMED,1986-10-18,2099-12-31,
12983,0,AUMC Procedure Order,Wondverz. Dermatologisch & Endogeen(1),4300828,SNOMED,1986-10-19,2099-12-31,
16091,0,AUMC Procedure Order,Cardioversie 200 J,4078793,SNOMED,1986-10-20,2099-12-31,
12920,0,AUMC Procedure Order,Dec. wondverzorging Tenen Li,4076776,SNOMED,1986-10-21,2099-12-31,
8097,0,AUMC Procedure Order,Sputumkweek afnemen,4015189,SNOMED,1986-10-22,2099-12-31,
8101,0,AUMC Procedure Order,Digoxinespiegel afnemen,4218408,SNOMED,1986-10-23,2099-12-31,
12921,0,AUMC Procedure Order,Dec. wondverzorging Tenen Re,4076776,SNOMED,1986-10-24,2099-12-31,
12984,0,AUMC Procedure Order,Wondverz. Dermatologisch & Endogeen(2),4300828,SNOMED,1986-10-25,2099-12-31,
8109,0,AUMC Procedure Order,Decubitus controle,4021321,SNOMED,1986-10-26,2099-12-31,
12925,0,AUMC Procedure Order,Wedge-druk meten,4031504,SNOMED,1986-10-27,2099-12-31,
12985,0,AUMC Procedure Order,Wondverz. Dermatologisch & Endogeen(3),4300828,SNOMED,1986-10-28,2099-12-31,
8131,0,AUMC Procedure Order,Familie gesprek,4207916,SNOMED,1986-10-29,2099-12-31,
12926,0,AUMC Procedure Order,Sildenafil-spiegel afnemen,4218408,SNOMED,1986-10-30,2099-12-31,
12928,0,AUMC Procedure Order,Urine sparen,4075952,SNOMED,1986-10-31,2099-12-31,
8177,0,AUMC Procedure Order,Buikwond spoelen,4030687,SNOMED,1986-11-01,2099-12-31,
12929,0,AUMC Procedure Order,Faeces verzamelen,37115752,SNOMED,1986-11-02,2099-12-31,
12986,0,AUMC Procedure Order,Wondverz  Verbranding/Bevriezing/Etsing/Straling1,4300828,SNOMED,1986-11-03,2099-12-31,
12939,0,AUMC Procedure Order,Lauwwater klysma geven,4265034,SNOMED,1986-11-04,2099-12-31,
12988,0,AUMC Procedure Order,Wondverz. Verbranding/Bevriezing/Etsing/Straling3,4300828,SNOMED,1986-11-05,2099-12-31,
12954,0,AUMC Procedure Order,CVVH-citraat lab. afnemen,4218408,SNOMED,1986-11-06,2099-12-31,
12989,0,AUMC Procedure Order,Consult Wondverpleegkundige,4014829,SNOMED,1986-11-07,2099-12-31,
12991,0,AUMC Procedure Order,SIG lab afnemen,4218408,SNOMED,1986-11-08,2099-12-31,
13011,0,AUMC Procedure Order,X-Opdr. Voeding,4261999,SNOMED,1986-11-09,2099-12-31,
13021,0,AUMC Procedure Order,Gantt-lijst controle,44791813,SNOMED,1986-11-10,2099-12-31,
13024,0,AUMC Procedure Order,SDD Inventarisatiekweken afnemen,4024958,SNOMED,1986-11-11,2099-12-31,
13024,0,AUMC Procedure Order,SDD Inventarisatiekweken afnemen,4015189,SNOMED,1986-11-12,2099-12-31,
13024,0,AUMC Procedure Order,SDD Inventarisatiekweken afnemen,3040827,LOINC,1986-11-13,2099-12-31,
13024,0,AUMC Procedure Order,SDD Inventarisatiekweken afnemen,4128881,SNOMED,1986-11-14,2099-12-31,
9389,0,AUMC Qualifier,Consult Decubitus vpk,38003762,NUCC,1986-11-15,2099-12-31,
9390,0,AUMC Qualifier,Consult Ergotherapie,38004492,Medicare Specialty,1986-11-16,2099-12-31,
9391,0,AUMC Qualifier,Geestelijk verzorger inschakelen,38003625,NUCC,1986-11-17,2099-12-31,
9392,0,AUMC Qualifier,Consult Logopedie,38004460,Medicare Specialty,1986-11-18,2099-12-31,
9393,0,AUMC Qualifier,Consult Mondhygiënist(e),38003684,NUCC,1986-11-19,2099-12-31,
9438,0,AUMC Qualifier,Dec. VPK inschakelen,38003762,NUCC,1986-11-20,2099-12-31,
9320,0,AUMC Qualifier,Consult Kaakchirurg,38004504,Medicare Specialty,1986-11-21,2099-12-31,
9321,0,AUMC Qualifier,Consult Nefroloog,38004479,Medicare Specialty,1986-11-22,2099-12-31,
9301,0,AUMC Qualifier,Consult Neuroloog,38004458,Medicare Specialty,1986-11-23,2099-12-31,
9302,0,AUMC Qualifier,Consult Cardioloog,38004451,Medicare Specialty,1986-11-24,2099-12-31,
9303,0,AUMC Qualifier,Consult KNO-arts,38004449,Medicare Specialty,1986-11-25,2099-12-31,
9304,0,AUMC Qualifier,Consult Algemeen Chirurg,38004447,Medicare Specialty,1986-11-26,2099-12-31,
9305,0,AUMC Qualifier,Consult Cardiochirurg,38004497,Medicare Specialty,1986-11-27,2099-12-31,
9394,0,AUMC Qualifier,Pijnteam inschakelen,38003836,NUCC,1986-11-28,2099-12-31,
9306,0,AUMC Qualifier,Consult Neurochirurg,38004459,Medicare Specialty,1986-11-29,2099-12-31,
9396,0,AUMC Qualifier,Consult Psycholoog,38004488,Medicare Specialty,1986-11-30,2099-12-31,
9307,0,AUMC Qualifier,Consult Gastro-enteroloog,38004455,Medicare Specialty,1986-12-01,2099-12-31,
9397,0,AUMC Qualifier,Ziekenhuishygiënist(e) inschakelen,38003738,NUCC,1986-12-02,2099-12-31,
9308,0,AUMC Qualifier,Consult Psychiater,38004469,Medicare Specialty,1986-12-03,2099-12-31,
9309,0,AUMC Qualifier,Consult Longarts,38004472,Medicare Specialty,1986-12-04,2099-12-31,
9398,0,AUMC Qualifier,Tolk (doventolk) inschakelen,38003782,NUCC,1986-12-05,2099-12-31,
9310,0,AUMC Qualifier,Consult Traumatoloog,38004016,NUCC,1986-12-06,2099-12-31,
9311,0,AUMC Qualifier,Consult Vaatchirurg,38004496,Medicare Specialty,1986-12-07,2099-12-31,
9312,0,AUMC Qualifier,Consult Orthopedisch chirurg,38004465,Medicare Specialty,1986-12-08,2099-12-31,
9313,0,AUMC Qualifier,Consult Diëtiste,38003690,NUCC,1986-12-09,2099-12-31,
20161,0,AUMC Qualifier,Transport incidenten formulier invullen,4265599,SNOMED,1986-12-10,2099-12-31,
9314,0,AUMC Qualifier,Consult Fysiotherapie,38004490,Medicare Specialty,1986-12-11,2099-12-31,
9316,0,AUMC Qualifier,Consult Dermatoloog,38004452,Medicare Specialty,1986-12-12,2099-12-31,
14136,0,AUMC Qualifier,Consult Revalidatie arts,38004468,Medicare Specialty,1986-12-13,2099-12-31,
9317,0,AUMC Qualifier,Consult Oogarts,38004463,Medicare Specialty,1986-12-14,2099-12-31,
9318,0,AUMC Qualifier,Consult Uroloog,38004474,Medicare Specialty,1986-12-15,2099-12-31,
9319,0,AUMC Qualifier,Consult Gynaecoloog,38003902,NUCC,1986-12-16,2099-12-31,
8030,0,AUMC Qualifier,PleuraSpoelen,4194653,SNOMED,1986-12-17,2099-12-31,
12989,0,AUMC Qualifier,Consult Wondverpleegkundige,38003762,NUCC,1986-12-18,2099-12-31,
12635,0,AUMC Process,Tracheostoma,4044008,SNOMED,1986-12-19,2099-12-31,
15147,0,AUMC Process,Dieet - Gemalen eten,763368,SNOMED,1986-12-20,2099-12-31,
9614,0,AUMC Process,Sheet Swan Ganz,4162232,SNOMED,1986-12-21,2099-12-31,
9431,0,AUMC Process,Arm in draagband,4224210,SNOMED,1986-12-22,2099-12-31,
9175,0,AUMC Process,Swan Ganz Subclavia,4262295,SNOMED,1986-12-23,2099-12-31,
9400,0,AUMC Process,Wonddrain 2,4119547,SNOMED,1986-12-24,2099-12-31,
9167,0,AUMC Process,Trilumen Subclavia,4179206,SNOMED,1986-12-25,2099-12-31,
13483,0,AUMC Process,PAC-PiCCO monitoring,0,None,1986-12-26,2099-12-31,
15145,0,AUMC Process,Dieet - Streng vloeibaar,763071,SNOMED,1986-12-27,2099-12-31,
15144,0,AUMC Process,Dieet - 40cc/uur,4056973,SNOMED,1986-12-28,2099-12-31,
13810,0,AUMC Process,Fixatuur externe bekken,4040907,SNOMED,1986-12-29,2099-12-31,
9671,0,AUMC Process,CPAP,607086,SNOMED,1986-12-30,2099-12-31,
21093,0,AUMC Process,Bypass canule (art femoralis),45768095,SNOMED,1986-12-31,2099-12-31,
15738,0,AUMC Process,Spreekklep,45772284,SNOMED,1987-01-01,2099-12-31,
13009,0,AUMC Process,Parenchymdrain,45762769,SNOMED,1987-01-02,2099-12-31,
10619,0,AUMC Process,Arterielijn Ulnaris,4118298,SNOMED,1987-01-03,2099-12-31,
9166,0,AUMC Process,Trilumen Jugularis,4179206,SNOMED,1987-01-04,2099-12-31,
9407,0,AUMC Process,Ventrikeldrain,45773325,SNOMED,1987-01-05,2099-12-31,
12585,0,AUMC Process,Thoraxdrain 6,4121351,SNOMED,1987-01-06,2099-12-31,
9405,0,AUMC Process,Thoraxdrain 3,4121351,SNOMED,1987-01-07,2099-12-31,
9426,0,AUMC Process,ADL-zelfst.heid aanleren,4021196,SNOMED,1987-01-08,2099-12-31,
9601,0,AUMC Process,Drukverband,36674512,SNOMED,1987-01-09,2099-12-31,
10761,0,AUMC Process,Sengstaken,4230995,SNOMED,1987-01-10,2099-12-31,
9523,0,AUMC Process,Hechtingen,4234965,SNOMED,1987-01-11,2099-12-31,
12583,0,AUMC Process,Thoraxdrain 4,4121351,SNOMED,1987-01-12,2099-12-31,
9541,0,AUMC Process,Pacemakerdraden,4231009,SNOMED,1987-01-13,2099-12-31,
10618,0,AUMC Process,Xx-Niet meer gebruikenTracheostoma (Bivona)(= Proces Tracheostoma),4044008,SNOMED,1987-01-14,2099-12-31,
12632,0,AUMC Process,Zuigsysteem,45768165,SNOMED,1987-01-15,2099-12-31,
9613,0,AUMC Process,Hotline gebruiken,45771875,SNOMED,1987-01-16,2099-12-31,
9399,0,AUMC Process,Wonddrain 1,4119547,SNOMED,1987-01-17,2099-12-31,
16354,0,AUMC Process,Neustampon (bellocq en/of vaseline gaas),4327579,SNOMED,1987-01-18,2099-12-31,
9478,0,AUMC Process,Streef Ramsay,0,None,1987-01-19,2099-12-31,
9430,0,AUMC Process,Anti-trendelenburg,4132147,SNOMED,1987-01-20,2099-12-31,
10727,0,AUMC Process,Xx-Niet meer gebruiken!(Jejunumsonde= Proces Sonde),36676722,SNOMED,1987-01-21,2099-12-31,
15143,0,AUMC Process,X-Proces Voeding,4298279,SNOMED,1987-01-22,2099-12-31,
9180,0,AUMC Process,Epiduraal catheter,4148006,SNOMED,1987-01-23,2099-12-31,
13422,0,AUMC Process,Trauma catheter Jugularis,37017497,SNOMED,1987-01-24,2099-12-31,
14834,0,AUMC Process,Hypothermie koelfase,4203429,SNOMED,1987-01-25,2099-12-31,
13809,0,AUMC Process,Fixatuur externe onderbeen rechts,4040907,SNOMED,1987-01-26,2099-12-31,
9575,0,AUMC Process,Toegestaan orale vochttoediening,40480621,SNOMED,1987-01-27,2099-12-31,
9457,0,AUMC Process,Niet uitzuigen,0,None,1987-01-28,2099-12-31,
9350,0,AUMC Process,Niet meer gebruiken Maat Tube,4097216,SNOMED,1987-01-29,2099-12-31,
9422,0,AUMC Process,Perifeer infuus,4219637,SNOMED,1987-01-30,2099-12-31,
9177,0,AUMC Process,Xx-Niet meer gebruiken Tracheostoma (Shiley)(= Proces Tracheostoma),4044008,SNOMED,1987-01-31,2099-12-31,
12539,0,AUMC Process,Arteriële sheet,4160628,SNOMED,1987-02-01,2099-12-31,
9455,0,AUMC Process,Benen niet belasten,0,None,1987-02-02,2099-12-31,
9437,0,AUMC Process,ICP- acceptatiewaarden,2000097,ICD9Proc,1987-02-03,2099-12-31,
9162,0,AUMC Process,Dialyselijn Jugularis,42872871,SNOMED,1987-02-04,2099-12-31,
12936,0,AUMC Process,Streef PT/CT,4190807,SNOMED,1987-02-05,2099-12-31,
10730,0,AUMC Process,Jejuno-stoma,4129555,SNOMED,1987-02-06,2099-12-31,
9519,0,AUMC Process,Ophoesten stimuleren,4144548,SNOMED,1987-02-07,2099-12-31,
21188,0,AUMC Process,Duo-Lumen Perifeer centrale catheter (PICC),4161814,SNOMED,1987-02-08,2099-12-31,
18740,0,AUMC Process,Botlap verwijderd,4167916,SNOMED,1987-02-09,2099-12-31,
9481,0,AUMC Process,Tractie,4280205,SNOMED,1987-02-10,2099-12-31,
10612,0,AUMC Process,Advies Houding&Beweging,0,None,1987-02-11,2099-12-31,
15717,0,AUMC Process,PCIA,4086425,SNOMED,1987-02-12,2099-12-31,
9518,0,AUMC Process,Ondersteunen bij hoesten,2616644,HCPCS,1987-02-13,2099-12-31,
13005,0,AUMC Process,Rectum Canule,45760112,SNOMED,1987-02-14,2099-12-31,
21091,0,AUMC Process,ECMO canule arterieel,45761309,SNOMED,1987-02-15,2099-12-31,
18955,0,AUMC Process,Nasaal airway,4266238,SNOMED,1987-02-16,2099-12-31,
15869,0,AUMC Process,Druppel/Contactisolatie,4077521,SNOMED,1987-02-17,2099-12-31,
15603,0,AUMC Process,Flexiseal,4224054,SNOMED,1987-02-18,2099-12-31,
9188,0,AUMC Process,X-Proces Lijnen/Catheter/Drain,45877830,LOINC,1987-02-19,2099-12-31,
13807,0,AUMC Process,Fixatuur externe bovenbeen rechts,4040907,SNOMED,1987-02-20,2099-12-31,
9348,0,AUMC Process,Niet meer gebruiken Plaats Tube,4097216,SNOMED,1987-02-21,2099-12-31,
19360,0,AUMC Process,Pacemaker intern,45772840,SNOMED,1987-02-22,2099-12-31,
9171,0,AUMC Process,Xx-Niet meer gebruiken Tracheostoma (Portex) (= Proces Tracheostoma),4044008,SNOMED,1987-02-23,2099-12-31,
15718,0,AUMC Process,PCEA,4287923,SNOMED,1987-02-24,2099-12-31,
9513,0,AUMC Process,Beademingsslangen niet ontkoppelen,0,None,1987-02-25,2099-12-31,
7926,0,AUMC Process,Mobiliseren,4327195,SNOMED,1987-02-26,2099-12-31,
9374,0,AUMC Process,Nuchter houden,37312086,SNOMED,1987-02-27,2099-12-31,
18737,0,AUMC Process,Pacedraden via Swan Ganz,4194226,SNOMED,1987-02-28,2099-12-31,
9163,0,AUMC Process,Dialyselijn Subclavia,42872871,SNOMED,1987-03-01,2099-12-31,
12579,0,AUMC Process,Galdrain,45762340,SNOMED,1987-03-02,2099-12-31,
9436,0,AUMC Process,CPP streefwaarden,0,None,1987-03-03,2099-12-31,
12465,0,AUMC Process,CVVH,4051330,SNOMED,1987-03-04,2099-12-31,
9170,0,AUMC Process,Quad lumen Jugularis,4179206,SNOMED,1987-03-05,2099-12-31,
19652,0,AUMC Process,Fixatuur externe bovenarm rechts,4040907,SNOMED,1987-03-06,2099-12-31,
9169,0,AUMC Process,Quad lumen Subclavia,4179206,SNOMED,1987-03-07,2099-12-31,
9482,0,AUMC Process,Halfzittende houding toepassen,4147052,SNOMED,1987-03-08,2099-12-31,
18736,0,AUMC Process,Shunt,4122364,SNOMED,1987-03-09,2099-12-31,
10740,0,AUMC Process,Beademen non-invasief,40486624,SNOMED,1987-03-10,2099-12-31,
9164,0,AUMC Process,IABP femoralis,4044874,SNOMED,1987-03-11,2099-12-31,
19649,0,AUMC Process,Fixatuur externe onderarm links,4040907,SNOMED,1987-03-12,2099-12-31,
9186,0,AUMC Process,Arterielijn Brachialis,4118298,SNOMED,1987-03-13,2099-12-31,
13808,0,AUMC Process,Fixatuur externe onderbeen links,4040907,SNOMED,1987-03-14,2099-12-31,
19734,0,AUMC Process,Harde halskraag,4082905,SNOMED,1987-03-15,2099-12-31,
9185,0,AUMC Process,Sideport,4160628,SNOMED,1987-03-16,2099-12-31,
9402,0,AUMC Process,Wonddrain 4,4119547,SNOMED,1987-03-17,2099-12-31,
9595,0,AUMC Process,Enkel lumen Jugularis,4179206,SNOMED,1987-03-18,2099-12-31,
10732,0,AUMC Process,Ileo-stoma,4218999,SNOMED,1987-03-19,2099-12-31,
9419,0,AUMC Process,Xx-Niet meer gebruiken Maag-hevel,45772272,SNOMED,1987-03-20,2099-12-31,
9537,0,AUMC Process,Xx-Niet meer gebruiken (Duodenumsonde=Proces Sonde),36674387,SNOMED,1987-03-21,2099-12-31,
9596,0,AUMC Process,Enkel lumen Subclavia,4179206,SNOMED,1987-03-22,2099-12-31,
12399,0,AUMC Process,Duo lumen Femoralis,4179206,SNOMED,1987-03-23,2099-12-31,
9524,0,AUMC Process,Plat liggend verplegen,44808672,SNOMED,1987-03-24,2099-12-31,
9495,0,AUMC Process,Strikte isolatie 1,4077521,SNOMED,1987-03-25,2099-12-31,
12634,0,AUMC Process,Tube,4097216,SNOMED,1987-03-26,2099-12-31,
9385,0,AUMC Process,X-Proces Overig,4322976,SNOMED,1987-03-27,2099-12-31,
15870,0,AUMC Process,Beschermende isolatie,4077664,SNOMED,1987-03-28,2099-12-31,
9574,0,AUMC Process,Maagzuig-drainage,4151721,SNOMED,1987-03-29,2099-12-31,
9382,0,AUMC Process,X-Proces Huid,4040401,SNOMED,1987-03-30,2099-12-31,
