sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:ordercategory,ADD_INFO:category,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
7157-67,levothyroxine,730,,ATC,H03AA01,levothyroxine sodium,Levothyroxine (Thyrax),Levothyroxine,Injecties Hormonen/Vitaminen/Mineralen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696683193115,42620523,levothyroxine Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696683192370,
8457-21,valaciclovir,1347,,ATC,J05AB11,valaciclovir,Valaciclovir (Zelitrex),Valaciclovir,Niet iv Antimicrobiele middelen,Medicatie,0.78,APPROVED,EQUAL,Patrick Thoral,1696797723001,43295821,valacyclovir 500 MG Oral Tablet [ZELITREX],Drug,MAPS_TO,,Patrick Thoral,1696797720766,
18776-25,Fibrinogen Conc (HAEMOCOMPLETTAN P),9,,,,,Fibrinogeenconc (HAEMOCOMPLETTAN P),Fibrinogeenconc (HAEMOCOMPLETTAN P),Injecties Haematologisch,Medicatie,0.68,UNCHECKED,UNREVIEWED,,0,41172603,Fibrinogen 1000 MG [Haemocomplettan],Drug,MAPS_TO,,<auto>,1686702848506,
7222-23,Phenytoin (Diphantoin),4980,,,,,Fenytoïne (Diphantoïne),Fenytoïne,Injecties CZS/Sedatie/Analgetica,Medicatie,0.69,APPROVED,EQUAL,Patrick Thoral,1696802243632,36279263,5 ML Phenytoin 50 MG/ML Injection [Diphantoine],Drug,MAPS_TO,,Patrick Thoral,1696802241501,
12316-69,X to be determined (lick or drop),1707,,,,,X nader te bepalen (Lik of druppel),"X (Unit: Lik, Druppel of Geen)",Niet iv Zalven/Crèmes/Druppels,Medicatie,0.19,APPROVED,UNMATCHED,Patrick Thoral,1696795214792,0,Unmapped,,MAPS_TO,,,0,
7162-32,Liothyronine (Cytomel),1,,,,,Liothyronine  (Cytomel),Liothyronine,Niet iv Overig,Medicatie,0.64,APPROVED,EQUAL,Patrick Thoral,1710262742686,40087181,liothyronine Oral Tablet [Cytomel],Drug,MAPS_TO,,<auto>,1686702849785,
18779-25,Immunoglobulin IV (GAMMAGARD),6,,,,,Immunoglobuline IV  (GAMMAGARD),Immunoglobuline IV  (GAMMAGARD),Injecties Haematologisch,Medicatie,0.61,UNCHECKED,UNREVIEWED,,0,40220624,immunoglobulin G Injection [Gammagard],Drug,MAPS_TO,,<auto>,1686702849800,
8470-30,Metoprolol (ZOC Selokeen),835,,,,,Metoprolol (ZOC Selokeen),Metoprolol (ZOC Selokeen),Niet iv Circulatie/Diurese,Medicatie,0.56,APPROVED,EQUAL,Patrick Thoral,1690486578860,41268725,Metoprolol Extended Release Oral Tablet [Selokeen],Drug,MAPS_TO,,Patrick Thoral,1690486577259,
7224-65,Flecainide (Tambocor),41,,,,,Flecaïnide (Tambocor),Flecaïnide,2. Spuitpompen,Medicatie,0.63,APPROVED,EQUAL,Patrick Thoral,1710154215576,43784530,Flecainide 10 MG/ML Injectable Solution [Tambocor],Drug,MAPS_TO,,Patrick Thoral,1710154214706,
20639-114,Fresubin 2 kcal HP enteral nutrition,1153,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Fresubin 2 kcal HP,Fresubin 2 kcal HP,Voeding Enteraal ,SONDEVOEDING NIEUW,0.31,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,Patrick Thoral,1686948466573,
20639-114,Fresubin 2 kcal HP enteral nutrition,1153,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Fresubin 2 kcal HP,Fresubin 2 kcal HP,Voeding Enteraal ,SONDEVOEDING NIEUW,0.31,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948724452,
12320-39,Kabive Central,16,,,,,Kabiven Centraal,Kabiven Centraal,Voeding Parenteraal,INFUUS-TPV,0.49,APPROVED,EQUAL,Patrick Thoral,1686954788205,44203796,2570 ML Acetic Acid 1 MG/ML / Alanine 3.2 MG/ML / Arginine 2.85 MG/ML / Asparagine 0.708 MG/ML / Calcium 0.154 MG/ML / Glucose 68 MG/ML / Glutamine 1.17 MG/ML / Glycerophosphoric Acid 1.04 MG/ML / Glycine 1.75 MG/ML / ... Injectable Solution [Kabiven],Drug,MAPS_TO,,Patrick Thoral,1686954756552,
18781-65,Ropivacaine (Naropin),358,,,,,Ropivacaïne (Naropin),Ropivacaïne (Naropin),2. Spuitpompen,Medicatie,0.61,APPROVED,EQUAL,Patrick Thoral,1710155860544,42949023,ropivacaine 2 MG/ML Injectable Solution [Naropin],Drug,MAPS_TO,,Patrick Thoral,1710155839432,
18781-65,Ropivacaine (Naropin),358,,,,,Ropivacaïne (Naropin),Ropivacaïne (Naropin),2. Spuitpompen,Medicatie,0.61,APPROVED,EQUAL,Patrick Thoral,1710155860544,4225555,Epidural,Route,MAPS_TO_TYPE,,Patrick Thoral,1710155857848,
20640-118,NMES - Study,2,,,,,NMES - Studie,NMES - Studie,Research,Research-Processen,0.39,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
7163-31,Loperamide (Imodium),935,,,,,Loperamide (Imodium),Loperamide,Niet iv Tractus Digestivus,Medicatie,0.52,APPROVED,EQUAL,Patrick Thoral,1710262891779,40169834,loperamide Oral Tablet [Imodium],Drug,MAPS_TO,,<auto>,1686702851629,
7224-30,Flecainide (Tambocor),294,,,,,Flecaïnide (Tambocor),Flecaïnide,Niet iv Circulatie/Diurese,Medicatie,0.63,APPROVED,EQUAL,Patrick Thoral,1710261126190,40040219,flecainide Oral Tablet [Tambocor],Drug,MAPS_TO,,<auto>,1686702852164,
12321-39,Nutriflex 48/150,366,,,,,Nutriflex  48/150,Nutriflex 48/150,Voeding Parenteraal,INFUUS-TPV,0.36,APPROVED,EQUAL,Patrick Thoral,1686952113100,2054362,alanine 5.7 MG/ML / arginine glutamate 5.98 MG/ML / aspartic acid 1.8 MG/ML / calcium chloride 0.54 MG/ML / glucose 333 MG/ML / glutamate 1.47 MG/ML / glycine 1.98 MG/ML / histidine 2.04 MG/ML / ... Injectable Solution [NUTRIFLEX 48],Drug,MAPS_TO,,Patrick Thoral,1686952110500,
7165-65,lorazepam,1913,,ATC,N05BA06,lorazepam,Lorazepam (Temesta),Lorazepam,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696638416627,36272140,Lorazepam Injectable Solution [TEMESTA],Drug,MAPS_TO,,Patrick Thoral,1696638414746,
20647-118,PREVENT - Study,65,,,,,PReVENT - Studie,PReVENT - Studie,Research,Research-Processen,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
8522-29,"Lithium carbonate (Camcolit, Priadel)",191,,,,,"Lithiumcarbonaat (Camcolit, Priadel)",Lithiumcarbonaat,Niet iv CZS/Sedatie/Analgetica,Medicatie,0.59,APPROVED,EQUAL,Patrick Thoral,1696800152801,21024204,Lithium Carbonate Oral Tablet [Camcolit],Drug,MAPS_TO,,<auto>,1686702852994,
7165-29,lorazepam,8116,,ATC,N05BA06,lorazepam,Lorazepam (Temesta),Lorazepam,Niet iv CZS/Sedatie/Analgetica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696638464425,43161129,Lorazepam 1 MG Oral Tablet [TEMESTA],Drug,MAPS_TO,,Patrick Thoral,1696638463032,
18783-65,calcium gluconate 10%,12415,,ATC,A12AA03,calcium gluconate,Calciumgluconaat 10%,Calciumgluconaat 10%,2. Spuitpompen,Medicatie,0.81,APPROVED,EQUAL,Patrick Thoral,1690400588250,35603395,50 ML calcium gluconate 100 MG/ML Injection,Drug,MAPS_TO,,Patrick Thoral,1690400586661,
12386-27,Acetylcysteine (IV),708,,,,,Acetylcysteine (IV),Acetylcysteine (IV),Injecties Overig,Medicatie,0.67,APPROVED,EQUAL,Patrick Thoral,1696615410758,36879879,Acetylcysteine Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696615401218,
8546-21,clarithromycin,290,,ATC,J01FA09,clarithromycin,Claritromycine (Klacid),Claritromycine,Niet iv Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696795476211,43260683,Clarithromycin 250 MG Oral Tablet [Klacid],Drug,MAPS_TO,,Patrick Thoral,1696795474891,
7224-24,Flecainide (Tambocor),46,,,,,Flecaïnide (Tambocor),Flecaïnide,Injecties Circulatie/Diuretica,Medicatie,0.63,APPROVED,EQUAL,Patrick Thoral,1710261210417,43784530,Flecainide 10 MG/ML Injectable Solution [Tambocor],Drug,MAPS_TO,,Patrick Thoral,1710261209539,
20673-118,PReVENT Big drafts,30,,,,,PReVENT Grote teugen,PReVENT Grote teugen,Research,Research-Processen,0.36,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
7165-23,lorazepam,12197,,ATC,N05BA06,lorazepam,Lorazepam (Temesta),Lorazepam,Injecties CZS/Sedatie/Analgetica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696638431017,36260260,Lorazepam 4 MG/ML Injectable Solution [TEMESTA],Drug,MAPS_TO,,Patrick Thoral,1696638429946,
12388-31,esomeprazole,3581,,ATC,A02BC05,esomeprazole,Esomeprazol (Nexium),Esomeprazol,Niet iv Tractus Digestivus,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696637291975,40165709,esomeprazole 20 MG Granules for Oral Suspension [Nexium],Drug,MAPS_TO,,Patrick Thoral,1696637290903,
7225-65,morphine,1618,,ATC,N02AA01,morphine,Morfine,Morfine,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696799283518,35784629,50 ML Morphine 1 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696799280034,
8547-27,voriconazole,48,,ATC,J02AC03,voriconazole,Voriconazol(VFEND),Voriconazol,Injecties Overig,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696768187435,40748259,voriconazole 200 MG Injectable Solution [Vfend],Drug,MAPS_TO,,Patrick Thoral,1696768186304,
15073-42,Chocolate milk x ml,4,,,,,Chocolademelk x ml,Chocolademelk x ml,Voeding Drinken,Voeding-Intake-Vocht,0.39,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7166-30,Losartan (Cozaar),980,,,,,Losartan (Cozaar),Losartan (Cozaar),Niet iv Circulatie/Diurese,Medicatie,0.70,APPROVED,EQUAL,Patrick Thoral,1710263086437,40000896,losartan Oral Tablet [Cozaar],Drug,MAPS_TO,,<auto>,1686702855429,
12388-26,esomeprazole,3111,,ATC,A02BC05,esomeprazole,Esomeprazol (Nexium),Esomeprazol,Injecties Tractus Digestivus,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696651830823,40961084,Esomeprazole 40 MG Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696651828126,
20674-118,PReVENT Small drafts,35,,,,,PReVENT Kleine teugen,PReVENT Kleine teugen,Research,Research-Processen,0.38,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
7225-29,morphine,107,,ATC,N02AA01,morphine,Morfine,Morfine,Niet iv CZS/Sedatie/Analgetica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696799641375,43734654,1 ML Morphine 10 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696799612041,
7225-29,morphine,107,,ATC,N02AA01,morphine,Morfine,Morfine,Niet iv CZS/Sedatie/Analgetica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696799641375,4142048,Subcutaneous,Route,MAPS_TO_TYPE,,Patrick Thoral,1696799636399,
8547-21,voriconazole,1568,,ATC,J02AC03,voriconazole,Voriconazol(VFEND),Voriconazol,Niet iv Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696768210478,1714304,voriconazole 200 MG Oral Tablet [Vfend],Drug,MAPS_TO,,Patrick Thoral,1696768208160,
7170-29,Diazepam (Valium),867,,,,,Diazepam (Valium),Diazepam (Valium),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.53,APPROVED,EQUAL,Patrick Thoral,1711144850917,40035930,diazepam Oral Tablet [Valium],Drug,MAPS_TO,,<auto>,1686702856465,
20703-118,REPULS - Study,28,,,,,REPULS - Studie,REPULS - Studie,Research,Research-Processen,0.44,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
15075-42,Nutridrink/Fortifresh 100ml,211,,,,,Nutridrink/Fortifresh 100ml,Nutridrink/Fortifresh 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.24,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
8547-15,voriconazole,2819,,ATC,J02AC03,voriconazole,Voriconazol(VFEND),Voriconazol,Injecties Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696768179119,40748259,voriconazole 200 MG Injectable Solution [Vfend],Drug,MAPS_TO,,Patrick Thoral,1696768177146,
7170-23,Diazepam (Valium),226,,,,,Diazepam (Valium),Diazepam (Valium),Injecties CZS/Sedatie/Analgetica,Medicatie,0.53,APPROVED,EQUAL,Patrick Thoral,1710156179716,40035930,diazepam Oral Tablet [Valium],Drug,MAPS_TO,,<auto>,1686702857130,
7504-67,X to be determined,199,,,,,X nader te bepalen,X nader te bepalen,Injecties Hormonen/Vitaminen/Mineralen,Medicatie,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696795214792,0,Unmapped,,MAPS_TO,,,0,
7170-65,Diazepam (Valium),5,,,,,Diazepam (Valium),Diazepam (Valium),2. Spuitpompen,Medicatie,0.53,APPROVED,EQUAL,Patrick Thoral,1710153281386,19024263,diazepam 5 MG/ML Injectable Solution [Valium],Drug,MAPS_TO,,Patrick Thoral,1710153280543,
15076-42,Nutridrink/Fortifresh 50ml,110,,,,,Nutridrink/Fortifresh 50ml,Nutridrink/Fortifresh 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.21,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7624-65,insulin (human),153866,,ATC,A10AB01,insulin (human),Actrapid (Insuline),Actrapid (Insuline),2. Spuitpompen,Medicatie,0.56,APPROVED,EQUAL,Patrick Thoral,1686703822024,36411295,"50 ML Regular Insulin, Human 1 UNT/ML Injectable Solution",Drug,MAPS_TO,,Patrick Thoral,1686703816724,
7173-65,digoxin,26,,ATC,C01AA05,digoxin,Digoxine (Lanoxin),Digoxine (Lanoxin),2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696678792641,40725904,Digoxin Injectable Solution [Lanoxin],Drug,MAPS_TO,,Patrick Thoral,1696678788747,
7173-30,digoxin,2077,,ATC,C01AA05,digoxin,Digoxine (Lanoxin),Digoxine (Lanoxin),Niet iv Circulatie/Diurese,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696678895327,19076493,digoxin 0.25 MG Oral Tablet [Lanoxin],Drug,MAPS_TO,,Patrick Thoral,1696678894477,
8549-21,Belcomycin (Colistin Sulphate) 4 x dgs,5316,,,,,Belcomycine (Colistinesulfaat) 4 x dgs,Belcomycine (4 x dgs),Niet iv Antimicrobiele middelen,Medicatie,0.32,APPROVED,EQUAL,Patrick Thoral,1696801931855,40025432,colistin Oral Tablet,Drug,MAPS_TO,,Patrick Thoral,1696801929729,
7624-55,insulin (human),550,,ATC,A10AB01,insulin (human),Actrapid (Insuline),Actrapid (Insuline),Infuus - Crystalloid,Medicatie,0.56,APPROVED,EQUAL,Patrick Thoral,1696654956354,41207090,"Regular Insulin, Human Injectable Solution [Actrapid]",Drug,MAPS_TO,,Patrick Thoral,1696654954906,
7173-24,digoxin,4203,,ATC,C01AA05,digoxin,Digoxine (Lanoxin),Digoxine (Lanoxin),Injecties Circulatie/Diuretica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696678805463,40725904,Digoxin Injectable Solution [Lanoxin],Drug,MAPS_TO,,Patrick Thoral,1696678803062,
15077-42,Nutridrink/Fortifresh 150ml,242,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutridrink/Fortifresh 150ml,Nutridrink/Fortifresh 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.22,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7174-30,Diltiazem (Tildim),371,,,,,Diltiazem (Tildiem),Diltiazem (Tildiem),Niet iv Circulatie/Diurese,Medicatie,0.56,UNCHECKED,UNREVIEWED,,0,1328165,diltiazem,Drug,MAPS_TO,,<auto>,1686702859697,
7624-67,insulin (human),670,,ATC,A10AB01,insulin (human),Actrapid (Insuline),Actrapid (Insuline),Injecties Hormonen/Vitaminen/Mineralen,Medicatie,0.56,APPROVED,EQUAL,Patrick Thoral,1696654965948,41207090,"Regular Insulin, Human Injectable Solution [Actrapid]",Drug,MAPS_TO,,Patrick Thoral,1696654963833,
8932-17,Haes Steril 10%,2769,,ATC,B05AA07,hydroxyethylstarch,Haes 10%,Haes 10%,Infuus - Colloid,INFUUS-Colloïd,0.43,APPROVED,EQUAL,Patrick Thoral,1696654262267,43837345,Hetastarch 100 MG/ML [Haes Steril],Drug,MAPS_TO,,<auto>,1686702859949,
12391-29,Valproic acid (Depakine) oral solution,2001,,,,,Valproïnezuur (Depakine) drank,Valproïnezuur (Depakine) drank,Niet iv CZS/Sedatie/Analgetica,Medicatie,0.59,APPROVED,EQUIVALENT,Patrick Thoral,1710150119018,40238015,valproic acid 40 MG/ML Oral Solution,Drug,MAPS_TO,,Patrick Thoral,1710150116141,
7178-65,dobutamine,9168,,ATC,C01CA07,dobutamine,Dobutamine (Dobutrex),Dobutamine,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1690401629823,21088391,50 ML Dobutamine 5 MG/ML Injection,Drug,MAPS_TO,,Patrick Thoral,1690401627920,
7625-25,nadroparin,65281,,ATC,B01AB06,nadroparin,Nadroparine (Fraxiparine),Nadroparine,Injecties Haematologisch,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696768065581,43157735,Nadroparin 9500 UNT/ML [FRAXIPARINE],Drug,MAPS_TO,,Patrick Thoral,1686784842326,
7625-25,nadroparin,65281,,ATC,B01AB06,nadroparin,Nadroparine (Fraxiparine),Nadroparine,Injecties Haematologisch,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696768065581,4142048,Subcutaneous,Route,MAPS_TO_TYPE,,Patrick Thoral,1696768063530,
8933-17,albumin 20%,3238,,ATC,B05AA01,albumin,Albumine 20%,Albumine 20%,Infuus - Colloid,INFUUS-Colloïd,0.58,APPROVED,EQUAL,Patrick Thoral,1696616537498,42482688,"100 ML Albumin Human, USP 200 MG/ML Injectable Solution",Drug,MAPS_TO,,Patrick Thoral,1696616535562,
7179-65,dopamine,31443,,ATC,C01CA04,dopamine,Dopamine (Inotropin),Dopamine,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1686864378225,36411287,50 ML Dopamine 4 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1686864376140,
15078-42,Nutridrink/Fortifresh 250ml,84,,,,,Nutridrink/Fortifresh 250ml,Nutridrink/Fortifresh 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.24,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7626-69,Methylcellulose,6,,,,,Methylcellulose,Methylcellulose,Niet iv Zalven/Crèmes/Druppels,Medicatie,1.00,UNCHECKED,UNREVIEWED,,0,905371,methylcellulose,Drug,MAPS_TO,,<auto>,1686702861235,
12397-25,Prothrombin complex (Cofact) ml,212,,,,,Protrombinecomplex (Cofact) ml,Protrombinecomplex (Cofact) ml,Injecties Haematologisch,Medicatie,0.53,UNCHECKED,UNREVIEWED,,0,43854333,Prothrombin Injectable Solution [Cofact],Drug,MAPS_TO,,<auto>,1686702861850,
7679-25,protamine,583,,ATC,V03AB14,protamine,Protamine,Protamine,Injecties Haematologisch,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696638030564,40825398,Protamines 10 MG/ML [Protaminsulfat Leo Pharma],Drug,MAPS_TO,,Patrick Thoral,1696638028475,
8936-55,Sodium Bicarbonate 4.2%,59,,,,,"Natrium bicarbonaat 4,2 %","NaBic4,2%",Infuus - Crystalloid,INFUUS-Crystalloïd,0.65,APPROVED,EQUAL,Patrick Thoral,1693505177917,42621046,Sodium Bicarbonate 42 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1693505167947,
15079-42,Nutridrink/Fortifresh x ml,59,,,,,Nutridrink/Fortifresh x ml,Nutridrink/Fortifresh x ml,Voeding Drinken,Voeding-Intake-Vocht,0.21,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7930-65,heparin,52658,,ATC,B01AB01,heparin,Heparine,Heparine,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696674423337,44082861,heparin Injectable Solution [Heparin Leo],Drug,MAPS_TO,,Patrick Thoral,1696674421926,
12398-21,levofloxacin,141,,ATC,J01MA12,levofloxacin,Levofloxacine (Tavanic),Levofloxacine,Niet iv Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696796143261,21025604,Levofloxacin 500 MG Oral Tablet [Tavanic],Drug,MAPS_TO,,Patrick Thoral,1696796141047,
6898-31,Scopalamine butyl (Buscopan),155,,,,,Scopalaminebutyl (Buscopan),Scopalaminebutyl (Buscopan),Niet iv Tractus Digestivus,Medicatie,0.48,APPROVED,EQUAL,Patrick Thoral,1693507130287,43799293,butylscopolamine 20 MG/ML Injectable Solution [Buscopan Ampullen],Drug,MAPS_TO,,Patrick Thoral,1693507128367,
7930-55,heparin,11,,ATC,B01AB01,heparin,Heparine,Heparine,Infuus - Crystalloid,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696674444789,44082861,heparin Injectable Solution [Heparin Leo],Drug,MAPS_TO,,Patrick Thoral,1696674439455,
12398-15,levofloxacin,3600,,ATC,J01MA12,levofloxacin,Levofloxacine (Tavanic),Levofloxacine,Injecties Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696796101582,36886030,Levofloxacin 5 MG/ML Injectable Solution [Tavanic],Drug,MAPS_TO,,Patrick Thoral,1696796100473,
15080-42,Ensini 100ml,20,,,,,Ensini 100ml,Ensini 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.37,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7930-25,heparin,2281,,ATC,B01AB01,heparin,Heparine,Heparine,Injecties Haematologisch,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696674445126,44082861,heparin Injectable Solution [Heparin Leo],Drug,MAPS_TO,,Patrick Thoral,1696674434381,
7976-29,Madopar,842,,,,,Madopar,Madopar,Niet iv CZS/Sedatie/Analgetica,Medicatie,0.62,APPROVED,EQUAL,Patrick Thoral,1710263254584,21141947,Benserazide 12.5 MG / Levodopa 50 MG Oral Tablet [Madopar],Drug,MAPS_TO,,Patrick Thoral,1710263253731,
12402-65,remifentanil,284,,ATC,N01AH06,remifentanil,Remifentanyl,Remifentanyl,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696798490227,36887526,remifentanil Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696798488835,
15081-42,Ensini 200ml,40,,,,,Ensini 200ml,Ensini 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.42,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
8937-55,sodium chloride 0.9% pressure bag flush,65470,,ATC,B05BB01,electrolytes,Drukzak,Drukzak,Infuus - Crystalloid,INFUUS-Crystalloïd,0.43,APPROVED,EQUAL,Patrick Thoral,1686784758489,21040129,500 ML Sodium Chloride 9 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1686784752403,
6898-26,Scopalamine butyl (Buscopan),710,,,,,Scopalaminebutyl (Buscopan),Scopalaminebutyl (Buscopan),Injecties Tractus Digestivus,Medicatie,0.48,APPROVED,EQUAL,Patrick Thoral,1693507116128,44121721,butylscopolamine Oral Tablet [Buscopan],Drug,MAPS_TO,,<auto>,1686702864951,
7979-65,pantoprazole,6560,,ATC,A02BC02,pantoprazole,Pantoprazol (Pantozol),Pantozol,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1690414511435,40862901,pantoprazole Injectable Solution [Pantozol],Drug,MAPS_TO,,Patrick Thoral,1690414506587,
15082-42,Ensini 50ml,11,,,,,Ensini 50ml,Ensini 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.33,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6902-30,captopril,23012,,ATC,C09AA01,captopril,Captopril (Capoten),Captopril,Niet iv Circulatie/Diurese,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1686868125077,1340161,captopril 25 MG Oral Tablet,Drug,MAPS_TO,,Patrick Thoral,1686868123368,
7979-31,pantoprazole,10000,,ATC,A02BC02,pantoprazole,Pantoprazol (Pantozol),Pantozol,Niet iv Tractus Digestivus,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696637255746,21063543,Omeprazole 40 MG Delayed Release Oral Tablet [Losec MUPS],Drug,MAPS_TO,,Patrick Thoral,1696637253617,
15083-42,Ensini 150ml,17,,,,,Ensini 150ml,Ensini 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.36,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
8938-55,Flush medicine line,255,,,,,Medicijnlijn spoelen,Medicijnlijn-spoelen,Infuus - Crystalloid,INFUUS-Crystalloïd,0.37,APPROVED,EQUAL,Patrick Thoral,1710261417955,19079524,sodium chloride 9 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1710261417318,
6904-29,Pipamperone (Dipiperone),57,,,,,Pipamperon (Dipiperon),Pipamperon,Niet iv CZS/Sedatie/Analgetica,Medicatie,0.73,UNCHECKED,UNREVIEWED,,0,19093225,pipamperone,Drug,MAPS_TO,,<auto>,1686702866435,
7979-26,pantoprazole,37330,,ATC,A02BC02,pantoprazole,Pantoprazol (Pantozol),Pantozol,Injecties Tractus Digestivus,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1686786387018,40862901,pantoprazole Injectable Solution [Pantozol],Drug,MAPS_TO,,Patrick Thoral,1686786383909,
